160438,"Borau, José Luis",m,"Zaragoza, Aragón, Spain",8 August 1929
160553,"Borchers, Donald P.",m,,
160598,"Borck, Christian",m,,
160635,"Bordallo, Aníbal",m,,
160778,"Bordera, Jaime",m,,
160779,"Bordera, José Luis",m,,
160853,"Bordiú, Martínez",m,"Mancha Real, Jaén, Spain",1 August 1922
160890,"Bordoni, Hector",m,,
160891,"Bordoni, Roberto",m,"Quilmes, Buenos Aires, Argentina",12 May 1906
160898,"Bordoy, Miquel",m,,
161082,"Bores, Jaime",m,"San Sebastián, Spain",12 May 1968
161309,"Borges, Armando",m,,
161326,"Borges, Edgar",m,,
161359,"Borges, Jorge Luis",m,"Buenos Aires, Argentina",24 August 1899
161423,"Borgese, Alessandro",m,,
161457,"Borghese, Salvatore",m,"Rome, Lazio, Italy",5 March 1937
161463,"Borghetti, Stefano",m,,
161538,"Borgnine, Ernest",m,"Hamden, Connecticut, USA",24 January 1917
161851,"Borja, Jordi",m,,
161861,"Borja, Vicenç",m,,
162154,"Bornheimer, Larry",m,,
162224,"Borobio, Carlos",m,,
162256,"Borodyanskiy, Aleksandr",m,"Vorkuta, Komi ASSR, USSR (now Russia)",3 February 1944
162482,"Borrajo, Moncho",m,"Baños de Molgas, Ourense, Galicia, Spain",24 December 1949
162547,"Borrell, Feliu",m,,
162551,"Borrell, Josep",m,,
162552,"Borrell, Juan",m,,
162557,"Borrella, Juan",m,,
162594,"Borrero 'Chamaco', Antonio",m,,
162657,"Borromel, Charles",m,,
162662,"Borromeo, Christian",m,,
162664,"Borromeo, Jaimito",m,,
162709,"Borràs, Antonio",m,,
162712,"Borràs, Jaume",m,,
162713,"Borràs, Joan",m,"Barcelona, Barcelona, Catalonia, Spain",10 November 1940
162720,"Borràs, Rafael",m,,
162721,"Borràs, Ricard",m,,
162726,"Borrás, Josep",m,,
162728,"Borrás, Miguel",m,,
162841,"Bort, Eduardo",m,,
163026,"Bory, Jean-Marc",m,"Noville, Vaud, Switzerland",17 March 1934
163224,"Bosch, Bernat",m,,
163229,"Bosch, Daniel",m,,
163230,"Bosch, David",m,,
163232,"Bosch, Eduard",m,"Barcelona, Catalonia, Spain",1962
163239,"Bosch, Gilbert",m,,
163260,"Bosch, Jordi",m,"Mataró, Barcelona, Catalonia, Spain",18 December 1956
163263,"Bosch, Jorge",m,"Madrid, Spain",27 February 1967
163266,"Bosch, Juan",m,"Valls, Tarragona, Catalonia, Spain",1926
163285,"Bosch, Pau",m,,
163305,"Bosch, Òscar",m,,
163306,"Bosch, Óscar",m,,
163364,"Bosco, Bentley",m,,
163414,"Boscol, Juan",m,,
163578,"Boshart, Patrick",m,,
163651,"Bosio, Leo",m,,
163675,"Boskovic, Bogic",m,"Prizren, Serbia, Yugoslavia",22 December 1930
163721,"Bosley, Tom",m,"Chicago, Illinois, USA",1 October 1927
163804,"Bosoko, Nemesio Eribe",m,,
163827,"Bosquet, Alejandro",m,,
164020,"Bosso, J.O.",m,,
164022,"Bosso, Jorge",m,,
164324,"Boswell, Simon",m,"London, England, UK",1956
164370,"Bosé, Miguel",m,"Panama City, Panama",3 April 1956
164391,"Botana, Manuel",m,"Galicia, Spain",
164398,"Botas, Juan",m,,1958
164439,"Botelho, João",m,"Lamego, Portugal",11 May 1949
164450,"Botella 'Chapis', Antonio",m,,
164451,"Botella Pont, Lluís",m,,
164454,"Botella, Jaime",m,,
164455,"Botella, Javier",m,,
164456,"Botella, Juan",m,"Madrid, Spain",4 January 1961
164457,"Botella, Luis",m,,
164596,"Bothorel, Cyril",m,,
164617,"Botica, Amílcar",m,"Alhandra, Portugal",24 December 1931
164622,"Botifoll, Ferran",m,"Cataluña, Spain",1957
164904,"Botto, Juan Diego",m,"Buenos Aires City, Distrito Federal, Argentina",29 August 1975
164956,"Bottoms, Timothy",m,"Santa Barbara, California, USA",30 August 1951
165012,"Botupá, Piruchi Apo",m,,
165046,"Botías, Antonio",m,,
165130,"Bouayad, Azeddine",m,,
165172,"Boubker, Abida",m,,
165199,Bouboule,m,,
165206,"Bouc, Francis",m,,
165389,"Boucher, Eric",m,,
165463,"Boucher, Stéphane",m,,
165541,"Bouchner, Vitezslav",m,,
165967,"Bouillaud, Jean-Claude",m,"Le Havre, Seine-Maritime, France",7 June 1927
166010,"Bouise, Jean",m,"Le Havre, France",3 June 1929
166031,"Boujenah, Michel",m,"Tunis, French Protectorate Tunisia [now Tunisia]",2 November 1952
166105,"Bouladoux, Sylvain",m,,24 March 1965
166116,"Boulane, Ahmed",m,"Salé, Morocco",4 December 1956
166197,"Bould, Sam",m,"London, England, UK",21 August 1985
166327,"Boulois, Max H.",m,,
166368,"Boulter, Peter",m,,
166404,"Boului, Marc",m,,
166641,"Bourboulon, Frédéric",m,,
166644,"Bourbón, Alberto",m,,
166721,"Bourdillon, Antoine",m,,
167381,"Boussat, Alexandre",m,,
167657,"Bouvet, Jean-Christophe",m,"Paris, France",24 March 1947
167703,"Bouvier, Robert",m,,
167753,"Bouya, Ambazza",m,,
167757,"Bouyala, Gaëtan",m,,
167790,"Bouyxou, Jean-Pierre",m,"Bordeaux, Gironde, France",16 January 1946
167799,"Bouzada, Xan",m,,
167822,"Bouzas, Pemón",m,"Ribeira, A Coruña, Galicia, Spain",1957
167825,"Bouzas, Víctor",m,,
167834,"Bouzenger, Mustapha",m,,
167881,"Bouzón, Manolo",m,,
167904,"Bovaira, Fernando",m,,
167938,"Boveda, Juan",m,,
168034,"Bové, Alberto",m,,
168353,"Bowen, Jeff",m,,
168407,"Bowen, Michael",m,"Texas, USA",21 June 1953
168721,"Bowers, James",m,,
169728,"Boy, Marià",m,,
169816,"Boyano, Luis",m,,
169825,"Boyar, Sully",m,"Brooklyn, New York City, New York, USA",14 December 1923
170004,"Boyd, Alan",m,,
170143,"Boyd, Guy",m,"Illinois, USA",15 April 1943
170376,"Boyd, Stephen",m,"Glengormley, Northern Ireland, UK",4 July 1931
170681,"Boyero, Carlos",m,"Salamanca, Castilla y León, Spain",2 May 1953
171083,"Boyle, Peter",m,"Norristown, Pennsylvania, USA",18 October 1935
171319,"Boys, Tomás",m,,
171385,"Boza, José Joaquín",m,,
171615,"Bozzacchi, Gianni",m,,
171624,"Bozzato, Bibi",m,,
171652,"Bozzo, Joan Lluís",m,"Barcelona, Barcelona, Catalonia, Spain",1953
171668,"Bozzuffi, Marcel",m,"Rennes, Ille-et-Vilaine, France",28 October 1928
171837,"Bracardi, Giorgio",m,"Rome, Lazio, Italy",3 May 1935
171934,"Brach, Gérard",m,"Montrouge, Hauts-de-Seine, France",23 July 1927
171968,"Bracho, Carlos",m,"Aguascalientes, Aguascalientes, Mexico",6 October 1937
172131,"Bracons, Ricard M.",m,,
172263,"Braddock Johnson, Jack",m,,
172498,"Bradford, Michael",m,,
172546,"Bradford, Toby",m,,
172760,"Bradley, Doug",m,"Liverpool, England, UK",7 September 1954
173745,"Braga, Aldo",m,Argentina,
173977,"Braguinsky, Diego",m,,
173992,"Braham, Billy",m,,
174013,"Brahim, Belkheir",m,,
174451,"Brambilla, Pietro",m,,
174452,"Brambilla, Raúl",m,,
174508,"Brami, Hervé",m,,
174603,"Brams, Richard",m,,
174795,"Branche, Derrick",m,"Mumbai, India",1947
174845,"Branco, José Mário",m,"Oporto, Portugal",25 May 1942
174861,"Branco, Paulo",m,"Lisbon, Portugal",3 June 1950
174878,"Branco, Zé",m,,
174879,"Branco, Óscar",m,"Montalegre, Portugal",2 September 1954
175060,"Brandauer, Klaus Maria",m,"Bad Aussee, Styria, Austria",22 June 1943
175062,"Brandaó, Eduardo",m,,
175292,"Brando, Marlon",m,"Omaha, Nebraska, USA",3 April 1924
175467,"Brandoni, Luis",m,"Dock Sud, Avellaneda, Buenos Aires, Argentina",18 April 1940
175780,"Brandt, Tony",m,"Rome, Lazio, Italy",13 June 1930
175829,"Brandão, Chiquinho",m,"Jaú, São Paulo, Brazil",20 April 1952
176318,"Bras, Adolf",m,"Arenys de Mar, Barcelona, Catalonia, Spain",1945
176323,"Bras, Josep",m,,
176335,"Brasch, Helmut",m,"Berlin, Germany",15 August 1912
176481,"Brasius, Luc",m,,
176578,"Brasseur, Claude",m,"Neuilly-sur-Seine, France",15 June 1936
176638,"Brasó, Enrique",m,"Madrid, Spain",1948
176850,"Brau, Jordi",m,,
176959,"Braum, Clause",m,,
177077,"Braun, Jeff",m,,
177100,"Braun, Karl",m,,
177236,"Braun, Zev",m,"Chicago, Illinois, USA",19 October 1928
177265,"Brauner, Artur",m,"Lódz, Lódzkie, Poland",1 August 1918
177266,"Brauner, Asher",m,"Chicago, Illinois, USA",15 October 1946
177353,"Brava, Cañita",m,,
177449,"Bravo y Fernández, Carlos",m,,1916
177452,"Bravo, Agustín",m,"Alamaraz del Tajo, Cáceres, Extremadura, Spain",1961
177471,"Bravo, Antonio",m,,
177479,"Bravo, Carlos",m,,
177485,"Bravo, Charly",m,"Casablanca, Morocco",6 March 1943
177522,"Bravo, Francisco Javier",m,,
177539,"Bravo, Jacinto",m,,
177559,"Bravo, José A.",m,,
177566,"Bravo, Julián",m,,
177583,"Bravo, Mateo",m,,
177643,"Bravo, Xan",m,"Galicia, Spain",
177698,"Braxe, Lino",m,"Murgados, A Coruña, Galicia, Spain",1962
177806,"Bray, Michael",m,,
178066,"Brazão, Miguel",m,"Lisbon, Portugal",27 August 1976
178069,"Braña, Frank",m,"Pola de Allande, Asturias, Spain",24 February 1934
178388,"Breckner, Dennis",m,,
178773,"Brega, Mario",m,"Rome, Lazio, Italy",5 March 1923
178920,"Breijo, David",m,"A Coruña, A Coruña, Galicia, Spain",1968
179018,"Breitfeld, Peter",m,,
179091,"Brek, Martín",m,,
179139,"Brell, Francesco",m,,
179269,"Bremon, David",m,,
179344,"Brendemühl, Àlex",m,"Barcelona, Barcelona, Catalonia, Spain",27 November 1972
179414,"Brenguier, Dominique",m,,
179757,"Brennan, Stephen",m,,
180138,"Brero, Gianfranco",m,,
180145,"Bresca, Andreu",m,,
180350,"Bresso, José Luis",m,,
180439,"Breton, Jean-Serge",m,,
180446,"Breton, Manuel",m,,
180549,"Brett, Mark",m,,
180616,"Bretz, Robert",m,,
180644,"Breuer, Jacques",m,"Munich, Germany",20 October 1956
181162,"Breyner, Nicolau",m,"Serpa, Portugal",30 July 1940
181252,"Breñas, Rubén",m,"Pinar del Río, Cuba",1953
181260,"Briales, Pedro",m,,
181261,"Brialy, Jean-Claude",m,"Aumale, Alger, France [now Sour el Ghozlane, Algeria]",30 March 1933
181335,"Brian, Mitch",m,"Dodge City, Kansas, USA",15 October 1961
181415,"Briant, Shane",m,"London, England, UK",17 August 1946
181446,"Briaux, Hervé",m,,
181533,"Briceño, Carlos",m,,
181564,"Brichta, Pablo",m,Argentina,30 December 1949
182143,"Brierley, Roger",m,"Stockport, Cheshire, England, UK",2 June 1935
182187,"Brieva, Manuel",m,,
182534,"Bright, Christopher",m,,
182765,"Briguiela, António",m,,
182806,"Briley, John",m,"Kalamazoo, Michigan, USA",25 June 1925
183129,"Bringas, Óscar",m,,
183166,"Brini, Patrick",m,,
183475,"Briones, Arturo",m,"Zaragoza, Spain",23 September 1963
183481,"Briones, Eduardo",m,,
183489,"Briones, Gabriel",m,,
183681,"Briseño, Víctor",m,,
183698,"Briski, Norman",m,"Santa Fe City, Santa Fe, Argentina",2 January 1938
183774,"Bristenga, Jaime",m,,
183992,"Brito, Rolando",m,Cuba,15 May 1957
184002,"Britos, Alejandro",m,,
184003,"Britos, Félix",m,,
184412,"Brizuela, Gustavo",m,,
184461,"Brkic, Ivan",m,"Vinkovci, Yugoslavia (now Croatia)",15 January 1960
184800,"Broccolo, Arturo",m,,
184853,"Brochu, Daniel",m,"Montreal, Québec, Canada",
184862,"Brocian, Setrack",m,,
185619,"Brody, Neville",m,,
185799,"Broggi, Oriol",m,"Barcelona, Barcelona, Catalonia, Spain",1971
185908,"Brokaw, Tom",m,"Webster, South Dakota, USA",6 February 1940
185944,"Brolin, James",m,"Los Angeles, California, USA",18 July 1940
186048,"Bromhead, Rory",m,,
186093,"Bromley, Sydney",m,"London, England, UK",24 July 1909
186142,"Bronchud, Manuel",m,,
186164,"Brondukov, Borislav",m,"Dubava, Kiev Oblast, Ukrainian SSR, USSR [now Ukraine]",1 March 1938
186348,"Bronstein, Leonardo",m,,
186541,"Brooke, Paul",m,"London, England, UK",22 November 1944
186566,"Brooke-Taylor, Tim",m,"Buxton, Derbyshire, England, UK",17 July 1940
187040,"Brooks, Freddie",m,,
187769,"Bros, Joan",m,,
187904,"Brossa, Joan",m,"Barcelona, Barcelona, Catalonia, Spain",19 January 1919
187905,"Brossa, Jordi",m,,
187948,"Brosset, Claude",m,"Juvisy-sur-Orge, Essonne, France",24 December 1943
188221,"Brouer, Jerry",m,,
188506,"Brouwer, Leo",m,"Havana, Cuba",1 March 1939
189378,"Brown, Chris",m,,
189450,"Brown, Clancy",m,"Urbana, Ohio, USA",5 January 1959
190053,"Brown, Fredric",m,"Cincinnati, Ohio, USA",29 October 1906
190589,"Brown, Jim",m,"St. Simons Island, Georgia, USA",17 February 1936
190590,"Brown, Jim",m,"Stockholm, Maine, USA",21 February 1951
191764,"Brown, Ralph",m,USA,7 June 1918
191770,"Brown, Ralph Orville",m,,
191916,"Brown, Robert",m,"Swanage, Dorset, England, UK",23 July 1921
192314,"Brown, Steven",m,,
193179,"Brownjohn, John",m,,
193359,"Brozek, Jirji",m,,
193402,"Brualla, Francesc",m,,
193761,"Bruch, Bruno",m,,
194062,"Brugnini, Achille",m,,
194079,"Brugues, Joseph Maria",m,,
194180,"Bruix, Toni",m,,
194251,"Brum, Tono",m,,
194418,"Brun, Manuel",m,,
194660,"Brunet, Augusto",m,,
194684,"Brunet, Joan",m,,
194771,"Brunettini, Vittorio",m,,
195493,"Brusadori, Giovanni",m,,
195503,"Brusca, Luis",m,,
195643,"Brustenga, Jaime",m,,
195843,"Bruña, Iñaki",m,,
195844,"Bruño, Francho",m,,
196842,"Bryson, Peter",m,,
196941,"Brás, Rui Luís",m,,16 October 1967
197030,"Bréhat, Jean",m,,
197050,"Brétigniere, Jean-Christophe",m,,
197060,"Brítez, Augusto",m,,
197237,"Brüning, Jürgen",m,"Bad Honnef, North Rhine-Westphalia, Germany",26 August 1958
197296,"Buades, Toni",m,,
197307,"Buale, Emilio",m,Equatorial Guinea,26 November 1972
197371,"Bubacar, Deiba",m,,
197554,"Bucceri, Franco",m,,
197585,"Bucci, Flavio",m,"Turin, Piedmont, Italy",25 May 1947
198090,"Buchholz, Horst",m,"Berlin, Germany",4 December 1933
198120,"Buchila, Salvador",m,,
198261,"Bucio, Julian",m,,
199264,"Budde, Alejandro",m,,
199699,"Buenafuente, Andreu",m,"Reus, Tarragona, Catalonia, Spain",24 January 1965
199700,"Buenafuente, Thierry",m,,
199750,"Buendia, Marciano",m,,
199751,"Buendia, Mariano",m,,
199797,"Bueno, Descemer",m,,
199815,"Bueno, Gustavo",m,,
199903,"Buero Vallejo, Antonio",m,"Guadalajara, Castilla-La Mancha, Spain",29 September 1916
200097,"Bufi Landi, Aldo",m,"Naples, Italy",7 April 1923
200099,"Bufill, Juan",m,,
200166,"Bugallo, Celso",m,"Vilalonga, Pontevedra, Galicia, Spain",1947
200169,"Bugallo, Emilio",m,,
200174,"Bugallo, Tono",m,,
200179,"Buganem, Carlos",m,,
200307,"Bugler, Frankie",m,,
200526,"Buie, Charles",m,,
200539,"Buiggins, Tyrone",m,,
200608,"Buisson, David",m,,
200650,"Buitrago, Amor",m,,
200846,"Bukowski, Bill",m,"Brooklyn, New York, USA",3 January 1952
200857,"Bukowski, Julien",m,,
200988,"Bulba, Dmitri",m,,
200994,"Bulbena, Jordi",m,,
201594,"Bullock, S. Scott",m,"Santa Monica, California, USA",7 May 1956
201663,"Bulnes, Quintín",m,"Mexico City, Distrito Federal, Mexico",9 May 1926
201835,"Bumpass, Rodger",m,"Jonesboro, Arkansas, USA",20 November 1951
202329,"Bunsic, Milorad",m,,
202336,"Bunster, Patricio",m,"Santiago, Chile",1924
202696,"Burbano, Xavier",m,"Chicago, Illinois, USA",
202824,"Burch, William C.",m,,
202958,"Burd, Nicholas A.",m,,
203863,"Burgoa, Atxio",m,,
203890,"Burgos, Antonio",m,,
203897,"Burgos, Carlos",m,,
203901,"Burgos, César",m,,
203917,"Burgos, Jaime",m,,
203920,"Burgos, Javier",m,,
203926,"Burgos, José",m,,
203961,"Burgos, Ángel",m,,
203985,"Burguera, Andrés",m,,
203988,"Burgues, Barry",m,,
204885,"Burkhard, Gedeon",m,"Munich, Bavaria, Germany",3 July 1969
205245,"Burlinson, Tom",m,"Toronto, Ontario, Canada",14 February 1956
205285,"Burman, Daniel",m,"Buenos Aires, Argentina",29 August 1973
205292,"Burman, Hans",m,,1937
205338,"Burmann, Wolfgang",m,"Madrid, Spain",19 June 1940
205379,"Burmester, Pedro",m,,
205404,"Burn, Jonathan",m,"London, England, UK",28 November 1939
205499,"Burner, César",m,,
205857,Burning,m,,
206180,"Burns, Jack",m,"Boston, Massachusetts, USA",15 November 1933
206346,"Burns, Mark",m,"Worcestershire, England, UK",30 March 1936
206446,"Burns, Pepper",m,,
206759,"Burr, Richard",m,,
207236,"Burrull, Francesc",m,,
207365,"Bursztein, David",m,,
207392,"Burt, Chris",m,Hong Kong,1 May 1942
207626,"Burton, Daniel",m,,
208029,"Burutxaga, Santiago",m,,
208138,"Busaid, Alberto",m,,
208247,"Buscemi, Steve",m,"Brooklyn, New York City, New York, USA",13 December 1957
208393,"Buschhoff, Walter",m,"Worms, Rhineland-Palatinate, Germany",8 July 1923
208403,"Buschleb, Herbert",m,,
208968,"Busquets, Jordi",m,,
208972,"Busquets, Narciso",m,"Mexico City, Distrito Federal, Mexico",8 September 1931
208973,"Busquets, Pere",m,,
208980,"Busqué, Jaume",m,,
209152,"Bussinger, Mickael",m,,
209247,"Bustamante, Javier",m,,
209499,"Butayev, Konstantin",m,,
209768,"Butkus, Dick",m,"Chicago, Illinois, USA",9 December 1942
210304,"Butler, Miguel Ángel",m,,
210340,"Butler, Omar",m,"Montevideo, Uruguay",1927
210565,"Butov, Viktor",m,,
210571,"Butragueño, Fernando",m,,
210696,"Buttaglieri, Eros",m,,
211214,"Buynozov, Dimitar",m,"Veliko Tarnovo, Bulgaria",7 November 1935
211340,"Buzzanca, Lando",m,"Palermo, Sicily, Italy",25 September 1935
211374,"Buzzi, Bruno",m,,
211407,"Buñuel, Juan Luis",m,"Paris, France",9 November 1934
211408,"Buñuel, Luis",m,"Calanda, Aragon, Spain",22 February 1900
211409,"Buñuel, Miguel",m,"Castellote, Teruel, Spain",5 July 1924
212809,"Báguena, Álvaro",m,,
213116,"Bécquer, Federico",m,,
213160,"Béhat, Gilles",m,"Lille, France",3 September 1949
213162,"Béjar, Antonio",m,,
213260,"Bénichou, André",m,,
213264,"Bénichou, Maurice",m,Algeria,1943
213273,"Bénureau, Didier",m,"Courbevoie, France",28 October 1956
213302,"Béraud, Luc",m,"La Rochelle, France",30 October 1945
213351,"Bílek, Jan",m,,
213383,"Bódalo, Javier",m,"Barcelona, Catalonia, Spain",8 May 1992
213384,"Bódalo, José",m,"Córdoba, Argentina",24 March 1916
213438,"Böckmann, Gerd",m,"Chemnitz, Saxony, Germany",11 January 1944
214178,"Caamano, Fernando",m,,
214232,"Cabal, Fermín",m,"León, Castilla y León, Spain",3 January 1948
214246,"Cabaleiro, Alfonso",m,,
214248,"Cabaleiro, Gene",m,,
214260,"Caballerias, Pedro",m,,
214262,"Caballero Bonald, José Manuel",m,"Jerez de la Frontera, Andalucía, Spain",11 November 1928
214265,"Caballero, Abel",m,,
214290,"Caballero, Carlos Miguel",m,,
214297,"Caballero, Cuco",m,,
214309,"Caballero, Eugenio",m,Mexico,1970
214311,"Caballero, Fernando",m,,
214313,"Caballero, Flavio",m,"Cartagena, Colombia",6 October 1958
214334,"Caballero, José",m,"Huelva, Huelva, Spain",11 June 1916
214339,"Caballero, José Miguel",m,,
214360,"Caballero, Mario",m,"Torrico, Toledo, Castilla La Mancha, Spain",5 January 1967
214363,"Caballero, Michael",m,,
214366,"Caballero, Miguel",m,,
214375,"Caballero, Pedro",m,,
214384,"Caballero, Roberto",m,,
214391,"Caballero, Sergio",m,"Vila-real, Castelló, Comunitat Valenciana, Spain",1974
214393,"Caballero, Steve",m,USA,8 November 1964
214402,"Caballero, Ángel",m,,
214421,"Caballé, Guillem",m,,
214452,"Cabana, Miguel",m,,
214453,"Cabana, Nacho",m,"Madrid, Spain",6 July 1968
214460,"Cabanas Cao, Xosé Xuan",m,"A Coruña, A Coruña, Galicia, Spain",1952
214473,"Cabanell, Raúl",m,,
214510,"Cabaquinhos, Dud",m,,
214516,"Cabarcos, Rafael",m,,
214568,"Cabañas, Julio",m,,
214614,"Cabello, Antonio",m,,
214629,"Cabello, Lorenzo",m,,
214631,"Cabello, Nacho",m,,
214665,"Cabeza, Alfonso",m,,
214669,"Cabeza, Octavio",m,,
214677,"Cabezas, Carlos",m,,
214680,"Cabezas, Críspulo",m,"Madrid, Spain",1981
214729,"Cabido, Simón",m,Philippines,1931
214798,"Cabo, Antonio de",m,,
214803,"Cabo, Juan",m,,
214820,"Cabon, Tony",m,,
214836,"Cabot, Bernardo",m,,
215013,"Cabrera Gil, Samuel",m,,
215055,"Cabrera, Carlos",m,,
215091,"Cabrera, Fausto",m,"Medellin, Colombia",1950
215129,"Cabrera, Javier",m,,
215149,"Cabrera, José",m,,
215150,"Cabrera, José",m,,
215154,"Cabrera, Juan C.",m,,
215157,"Cabrera, Juanma",m,,
215158,"Cabrera, Julio",m,,
215171,"Cabrera, Luis",m,,
215178,"Cabrera, Manuel",m,,
215206,"Cabrera, Oscar",m,"Caracas, Venezuela",
215240,"Cabrera, Sergio",m,"Medellin, Colombia",20 April 1950
215241,"Cabrera, Sergio",m,,
215265,"Cabrero, Jesús",m,Spain,30 January 1965
215287,"Cabrillana, Miguel",m,,
215322,"Cabrujas, José Ignacio",m,"Caracas, Venezuela",17 July 1937
215328,"Cabré, Jaume",m,"Barcelona, Catalonia, Spain",30 April 1947
215458,"Caceres, Christobal",m,,
215504,"Cacharro, Xan",m,,
215516,"Cachepe, Joaquil",m,,
215549,"Cacho, Antoni",m,,
215571,"Cachoux, Georges",m,"Marseille, Bouches-du-Rhône, France",23 September 1942
215576,"Cachón, José",m,,
215654,"Cadaval, César",m,,19 September 1954
215657,"Cadaval, Jorge",m,"Sevilla, Spain",8 October 1960
215658,"Cadaval, Quico",m,"Ribeira, A Coruña, Galicia, Spain",1960
215778,"Cadellans, Jordi",m,,
215796,"Cadena, Hèctor",m,,
215801,"Cadena, Jordi",m,"Barcelona, Barcelona, Catalonia, Spain",1947
215894,"Cadierno, Germán",m,,
215895,"Cadieu, Romain",m,,
215951,"Cadiñanos, Joserra",m,,
216216,"Caffarel, José María",m,"Barcelona, Barcelona, Catalonia, Spain",10 November 1919
216416,"Cagiao, José Juan",m,,
216767,"Caiano, Mario",m,"Rome, Lazio, Italy",13 February 1933
216793,"Caicedo, Franklin",m,"Iquique, Chile",1928
216805,"Caiceo, Miguel",m,,
217309,"Cairo, Roberto",m,"Madrid, Madrid, Spain",3 May 1963
217354,"Caivano, Arnaldo",m,,
217366,"Caja, Francisco",m,,
217367,"Caja, Paco",m,,
217370,"Cajal, Guillermo",m,,
217477,"Cal, Manolo",m,,
217611,"Calabuig, Alejandro",m,,
217615,"Calabuig, Pepe",m,"Alcoy, Alicante, Comunidad Valenciana, Spain",30 August 1947
217635,"Calafell, Armand",m,,
217678,"Calamardo, Andrés",m,,
217742,"Calandruccio, Domenico",m,,
217787,"Calatayud, Rafael",m,"Valencia, Valencia, Spain",1955
217789,"Calatrava, Francisco",m,,
217790,"Calatrava, Manuel",m,,
217791,"Calatrava, Pepe",m,,
217823,Calaíta,m,,
217882,"Calco, Antonio",m,,
217912,"Caldas, André",m,,
217921,"Caldas, Javier F.",m,,
217932,"Caldas, Pedro",m,"Lisbon, Portugal",11 September 1958
217976,"Calder, David",m,"Portsmouth, England, UK",1 August 1946
218030,"Caldera, Jesús",m,"Béjar, Salamanca, Catilla y León, Spain",30 October 1957
218105,"Calderon, Gérald",m,"Paris, France",29 December 1926
218137,"Calderon, Luis",m,,
218202,"Calders, Pere",m,"Barcelona, Catalonia, Spain",1912
218224,"Calderón, Arturo",m,,
218226,"Calderón, Bunny",m,,
218254,"Calderón, Joaquín",m,,
218258,"Calderón, Jorge",m,,
218260,"Calderón, José",m,,
218267,"Calderón, Juan Carlos",m,"Santander, Cantabria, Spain",1938
218272,"Calderón, Manolo",m,,
218273,"Calderón, Manuel",m,,
218277,"Calderón, Miguel",m,,
218291,"Calderón, Sergio",m,"Coatlan del Rio, Morelos, Mexico",21 July 1945
218332,"Calduch, Ramon",m,"Montcada i Reixac, Barcelona, Catalonia, Spain",5 November 1928
218333,"Calduch, Ramon",m,,
218576,"Cale, David",m,,
218581,"Cale, John",m,"Ammanford, Carmarthen, Wales, UK",9 March 1942
218647,"Calero, Carlos",m,,
218649,"Calero, Daniel",m,,
218679,"Caletrio, Angel",m,,
218681,"Caletti, Ricardo",m,,
218690,"Calf, Anthony",m,"Hammersmith, London, England, UK",4 May 1959
219049,"Calisti, Calisto",m,"Macerata, Marche, Italy",6 August 1934
219494,"Callanan, James",m,,
219517,"Callao, Nazaret",m,,
219544,"Callau, Manuel",m,,26 August 1946
219595,"Calle, Guillermo",m,,
219597,"Calle, Jesús",m,,
219600,"Calle, José Alberto",m,,
219609,"Calle, Tacho de la",m,,
219610,"Calle, Teófilo",m,Spain,1938
219641,"Calleja, Antonio",m,,
219651,"Calleja, José María",m,,
219653,"Calleja, Juan",m,,
219662,"Calleja, Pedro",m,,
219665,"Calleja, Sergi",m,"Barcelona, Barcelona, Catalonia, Spain",8 September 1965
219674,"Callejero, José Luis",m,,
219678,"Callejo, Luis",m,"Segovia, Segovia, Castilla y León, Spain",1 August 1970
219759,"Calles, Alfredo",m,,
219823,"Calligaris, Angelo",m,,
220118,"Calonge, Ángel",m,,
220125,"Calonje, Fernando",m,,
220136,"Calot, Juan",m,,
220149,"Calparsoro, Daniel",m,"Barcelona, Barcelona, Catalonia, Spain",1968
220151,"Calpe, Florencio",m,,
220154,"Calpena, Enric",m,,
220170,"Caltabiano, Alfio",m,"Pistoia, Tuscany, Italy",17 July 1932
220179,"Caltagirone, Giuseppe",m,,
220222,"Calvache, Joaquin Blanco",m,,
220389,"Calvete, José Manuel",m,,
220490,"Calvo Hernando, Manuel",m,,
220494,"Calvo Sotelo, Joaquín",m,,5 March 1905
220496,"Calvo Sotelo, Leopoldo",m,"Madrid, Spain",14 April 1926
220497,"Calvo Teixeira, Luis",m,,
220499,"Calvo, Alberto",m,,
220501,"Calvo, Angel",m,,
220506,"Calvo, Armando",m,"San Juan, Puerto Rico",25 December 1919
220520,"Calvo, Eduardo",m,"Madrid, Spain",26 March 1918
220527,"Calvo, Evaristo",m,"A Coruña, A Coruña, Galicia, Spain",1961
220531,"Calvo, Fermín",m,,
220535,"Calvo, Fernando",m,,
220552,"Calvo, Jesús",m,,
220554,"Calvo, Jorge",m,"Valladolid, Valladolid, Castilla y León, Spain",1969
220556,"Calvo, José",m,"Madrid, Spain",3 March 1916
220557,"Calvo, José Antonio",m,,
220561,"Calvo, Juan",m,"Tudela, Navarra, Spain",
220562,"Calvo, Juan",m,,
220566,"Calvo, Leslie",m,,
220569,"Calvo, Luis Miguel",m,,
220570,"Calvo, Manuel",m,,
220574,"Calvo, Martín",m,,
220576,"Calvo, Mauricio",m,,
220586,"Calvo, Pablito",m,"Madrid, Spain",16 March 1948
220592,"Calvo, Rafael",m,,
220593,"Calvo, Rafael",m,"A Coruña, Galicia, Spain",27 September 1972
