B6,2008-10-25,126,SWF,N623JB,2303,2351
DL,2008-10-25,150,EWR,N675DL,2234,25
UA,2008-10-25,402,PHL,,2157,""
UA,2008-10-25,473,LAX,,33,""
DL,2008-10-25,1460,EWR,N983DL,2128,2
AA,2008-10-25,2022,EWR,,2157,""
